,Indicator,Country,Date,value,Year,Month
3606,Cumulative number of suspected Ebola deaths,Guinea,2014-11-14,0.0,2014,11
3607,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-14,1166.0,2014,11
3608,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-14,2812.0,2014,11
3609,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-11-14,978.0,2014,11
3610,Cumulative number of probable Ebola deaths,Sierra Leone,2014-11-14,174.0,2014,11
3611,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-11-14,35.0,2014,11
3612,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-11-14,1187.0,2014,11
3613,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-14,3.0,2014,11
3614,Cumulative number of confirmed Ebola deaths,Spain,2014-11-14,0.0,2014,11
3615,Cumulative number of probable Ebola deaths,Spain,2014-11-14,0.0,2014,11
3616,Cumulative number of suspected Ebola deaths,Spain,2014-11-14,0.0,2014,11
3617,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-14,0.0,2014,11
3618,Cumulative number of confirmed Ebola deaths,United States of America,2014-11-14,1.0,2014,11
3619,Cumulative number of probable Ebola deaths,United States of America,2014-11-14,0.0,2014,11
3620,Cumulative number of suspected Ebola deaths,United States of America,2014-11-14,0.0,2014,11
3621,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-11-14,1.0,2014,11
3622,Cumulative number of confirmed Ebola deaths,Nigeria,2014-11-14,7.0,2014,11
3623,Cumulative number of probable Ebola deaths,Nigeria,2014-11-14,1.0,2014,11
3624,Cumulative number of suspected Ebola deaths,Nigeria,2014-11-14,0.0,2014,11
3625,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-14,8.0,2014,11
3626,Cumulative number of confirmed Ebola deaths,Senegal,2014-11-14,0.0,2014,11
3627,Cumulative number of probable Ebola deaths,Senegal,2014-11-14,0.0,2014,11
3628,Cumulative number of suspected Ebola deaths,Senegal,2014-11-14,0.0,2014,11
3629,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-14,0.0,2014,11
3630,Cumulative number of confirmed Ebola cases,Guinea,2014-11-12,1612.0,2014,11
3631,Cumulative number of probable Ebola cases,Guinea,2014-11-12,208.0,2014,11
3632,Cumulative number of suspected Ebola cases,Guinea,2014-11-12,58.0,2014,11
3633,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-12,1878.0,2014,11
3634,Cumulative number of confirmed Ebola cases,Liberia,2014-11-12,2553.0,2014,11
3635,Cumulative number of probable Ebola cases,Liberia,2014-11-12,1687.0,2014,11
3636,Cumulative number of suspected Ebola cases,Liberia,2014-11-12,2582.0,2014,11
3637,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-12,6822.0,2014,11
3638,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-11-12,4523.0,2014,11
3639,Cumulative number of probable Ebola cases,Sierra Leone,2014-11-12,79.0,2014,11
3640,Cumulative number of suspected Ebola cases,Sierra Leone,2014-11-12,766.0,2014,11
3641,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-11-12,5368.0,2014,11
3642,Cumulative number of confirmed Ebola cases,Mali,2014-11-12,2.0,2014,11
3643,Cumulative number of probable Ebola cases,Mali,2014-11-12,2.0,2014,11
3644,Cumulative number of suspected Ebola cases,Mali,2014-11-12,0.0,2014,11
3645,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-12,4.0,2014,11
3646,Cumulative number of confirmed Ebola cases,Spain,2014-11-12,1.0,2014,11
3647,Cumulative number of probable Ebola cases,Spain,2014-11-12,0.0,2014,11
3648,Cumulative number of suspected Ebola cases,Spain,2014-11-12,0.0,2014,11
3649,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-12,1.0,2014,11
3650,Cumulative number of confirmed Ebola cases,United States of America,2014-11-12,4.0,2014,11
3651,Cumulative number of probable Ebola cases,United States of America,2014-11-12,0.0,2014,11
3652,Cumulative number of suspected Ebola cases,United States of America,2014-11-12,0.0,2014,11
3653,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-12,4.0,2014,11
3654,Cumulative number of confirmed Ebola cases,Nigeria,2014-11-12,19.0,2014,11
3655,Cumulative number of probable Ebola cases,Nigeria,2014-11-12,1.0,2014,11
3656,Cumulative number of suspected Ebola cases,Nigeria,2014-11-12,0.0,2014,11
3657,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-12,20.0,2014,11
3658,Cumulative number of confirmed Ebola cases,Senegal,2014-11-12,1.0,2014,11
3659,Cumulative number of probable Ebola cases,Senegal,2014-11-12,0.0,2014,11
3660,Cumulative number of suspected Ebola cases,Senegal,2014-11-12,0.0,2014,11
3661,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-12,1.0,2014,11
3662,Number of confirmed Ebola cases in the last 21 days,Guinea,2014-11-12,313.0,2014,11
3663,Number of probable Ebola cases in the last 21 days,Guinea,2014-11-12,12.0,2014,11
3664,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-11-12,325.0,2014,11
3665,Number of confirmed Ebola cases in the last 21 days,Liberia,2014-11-12,335.0,2014,11
3666,Number of probable Ebola cases in the last 21 days,Liberia,2014-11-12,131.0,2014,11
3667,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-11-12,466.0,2014,11
3668,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2014-11-12,1197.0,2014,11
3669,Number of probable Ebola cases in the last 21 days,Sierra Leone,2014-11-12,14.0,2014,11
3670,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2014-11-12,1211.0,2014,11
3671,Cumulative number of confirmed Ebola deaths,Guinea,2014-11-12,934.0,2014,11
3672,Cumulative number of probable Ebola deaths,Guinea,2014-11-12,208.0,2014,11
3673,Cumulative number of suspected Ebola deaths,Guinea,2014-11-12,0.0,2014,11
3674,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-12,1142.0,2014,11
3675,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-12,2836.0,2014,11
3676,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-11-12,960.0,2014,11
3677,Cumulative number of probable Ebola deaths,Sierra Leone,2014-11-12,174.0,2014,11
3678,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-11-12,35.0,2014,11
3679,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-11-12,1169.0,2014,11
3680,Cumulative number of confirmed Ebola deaths,Mali,2014-11-12,2.0,2014,11
3681,Cumulative number of probable Ebola deaths,Mali,2014-11-12,2.0,2014,11
3682,Cumulative number of suspected Ebola deaths,Mali,2014-11-12,0.0,2014,11
3683,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-12,4.0,2014,11
3684,Cumulative number of confirmed Ebola deaths,Spain,2014-11-12,0.0,2014,11
3685,Cumulative number of probable Ebola deaths,Spain,2014-11-12,0.0,2014,11
3686,Cumulative number of suspected Ebola deaths,Spain,2014-11-12,0.0,2014,11
3687,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-12,0.0,2014,11
3688,Cumulative number of confirmed Ebola deaths,United States of America,2014-11-12,1.0,2014,11
3689,Cumulative number of probable Ebola deaths,United States of America,2014-11-12,0.0,2014,11
3690,Cumulative number of suspected Ebola deaths,United States of America,2014-11-12,0.0,2014,11
3691,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-11-12,1.0,2014,11
3692,Cumulative number of confirmed Ebola deaths,Nigeria,2014-11-12,7.0,2014,11
3693,Cumulative number of probable Ebola deaths,Nigeria,2014-11-12,1.0,2014,11
3694,Cumulative number of suspected Ebola deaths,Nigeria,2014-11-12,0.0,2014,11
3695,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-12,8.0,2014,11
3696,Cumulative number of confirmed Ebola deaths,Senegal,2014-11-12,0.0,2014,11
3697,Cumulative number of probable Ebola deaths,Senegal,2014-11-12,0.0,2014,11
3698,Cumulative number of suspected Ebola deaths,Senegal,2014-11-12,0.0,2014,11
3699,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-12,0.0,2014,11
3700,Cumulative number of confirmed Ebola cases,Guinea,2014-11-07,1479.0,2014,11
3701,Cumulative number of probable Ebola cases,Guinea,2014-11-07,204.0,2014,11
3702,Cumulative number of suspected Ebola cases,Guinea,2014-11-07,77.0,2014,11
3703,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-07,1760.0,2014,11
3704,Cumulative number of confirmed Ebola cases,Liberia,2014-11-07,2514.0,2014,11
3705,Cumulative number of probable Ebola cases,Liberia,2014-11-07,1629.0,2014,11
3706,Cumulative number of suspected Ebola cases,Liberia,2014-11-07,2476.0,2014,11
3707,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-07,6619.0,2014,11
3708,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-11-07,4149.0,2014,11
3709,Cumulative number of probable Ebola cases,Sierra Leone,2014-11-07,79.0,2014,11
3710,Cumulative number of suspected Ebola cases,Sierra Leone,2014-11-07,634.0,2014,11
3711,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-11-07,4862.0,2014,11
3712,Cumulative number of confirmed Ebola cases,Mali,2014-11-07,1.0,2014,11
3713,Cumulative number of probable Ebola cases,Mali,2014-11-07,0.0,2014,11
3714,Cumulative number of suspected Ebola cases,Mali,2014-11-07,0.0,2014,11
3715,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-07,1.0,2014,11
3716,Cumulative number of confirmed Ebola cases,Spain,2014-11-07,1.0,2014,11
3717,Cumulative number of probable Ebola cases,Spain,2014-11-07,0.0,2014,11
3718,Cumulative number of suspected Ebola cases,Spain,2014-11-07,0.0,2014,11
3719,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-07,1.0,2014,11
3720,Cumulative number of confirmed Ebola cases,United States of America,2014-11-07,4.0,2014,11
3721,Cumulative number of probable Ebola cases,United States of America,2014-11-07,0.0,2014,11
3722,Cumulative number of suspected Ebola cases,United States of America,2014-11-07,0.0,2014,11
3723,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-07,4.0,2014,11
3724,Cumulative number of confirmed Ebola cases,Nigeria,2014-11-07,19.0,2014,11
3725,Cumulative number of probable Ebola cases,Nigeria,2014-11-07,1.0,2014,11
3726,Cumulative number of suspected Ebola cases,Nigeria,2014-11-07,0.0,2014,11
3727,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-07,20.0,2014,11
3728,Cumulative number of confirmed Ebola cases,Senegal,2014-11-07,1.0,2014,11
3729,Cumulative number of probable Ebola cases,Senegal,2014-11-07,0.0,2014,11
3730,Cumulative number of suspected Ebola cases,Senegal,2014-11-07,0.0,2014,11
3731,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-07,1.0,2014,11
3732,Cumulative number of confirmed Ebola deaths,Guinea,2014-11-07,850.0,2014,11
3733,Cumulative number of probable Ebola deaths,Guinea,2014-11-07,204.0,2014,11
3734,Cumulative number of suspected Ebola deaths,Guinea,2014-11-07,0.0,2014,11
3735,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-07,1054.0,2014,11
3736,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-07,2766.0,2014,11
3737,Cumulative number of confirmed Ebola deaths,Sierra Leone,2014-11-07,921.0,2014,11
3738,Cumulative number of probable Ebola deaths,Sierra Leone,2014-11-07,174.0,2014,11
3739,Cumulative number of suspected Ebola deaths,Sierra Leone,2014-11-07,35.0,2014,11
3740,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2014-11-07,1130.0,2014,11
3741,Cumulative number of confirmed Ebola deaths,Mali,2014-11-07,1.0,2014,11
3742,Cumulative number of probable Ebola deaths,Mali,2014-11-07,0.0,2014,11
3743,Cumulative number of suspected Ebola deaths,Mali,2014-11-07,0.0,2014,11
3744,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-07,1.0,2014,11
3745,Cumulative number of confirmed Ebola deaths,Spain,2014-11-07,0.0,2014,11
3746,Cumulative number of probable Ebola deaths,Spain,2014-11-07,0.0,2014,11
3747,Cumulative number of suspected Ebola deaths,Spain,2014-11-07,0.0,2014,11
3748,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-07,0.0,2014,11
3749,Cumulative number of confirmed Ebola deaths,United States of America,2014-11-07,1.0,2014,11
3750,Cumulative number of probable Ebola deaths,United States of America,2014-11-07,0.0,2014,11
3751,Cumulative number of suspected Ebola deaths,United States of America,2014-11-07,0.0,2014,11
3752,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2014-11-07,1.0,2014,11
3753,Cumulative number of confirmed Ebola deaths,Nigeria,2014-11-07,7.0,2014,11
3754,Cumulative number of probable Ebola deaths,Nigeria,2014-11-07,1.0,2014,11
3755,Cumulative number of suspected Ebola deaths,Nigeria,2014-11-07,0.0,2014,11
3756,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-07,8.0,2014,11
3757,Cumulative number of confirmed Ebola deaths,Senegal,2014-11-07,0.0,2014,11
3758,Cumulative number of probable Ebola deaths,Senegal,2014-11-07,0.0,2014,11
3759,Cumulative number of suspected Ebola deaths,Senegal,2014-11-07,0.0,2014,11
3760,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-07,0.0,2014,11
3761,Cumulative number of confirmed Ebola cases,Guinea,2014-11-05,1457.0,2014,11
3762,Cumulative number of probable Ebola cases,Guinea,2014-11-05,204.0,2014,11
3763,Cumulative number of suspected Ebola cases,Guinea,2014-11-05,70.0,2014,11
3764,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-05,1731.0,2014,11
3765,Cumulative number of confirmed Ebola cases,Liberia,2014-11-05,2451.0,2014,11
3766,Cumulative number of probable Ebola cases,Liberia,2014-11-05,1627.0,2014,11
3767,Cumulative number of suspected Ebola cases,Liberia,2014-11-05,2447.0,2014,11
3768,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-05,6525.0,2014,11
3769,Cumulative number of confirmed Ebola cases,Sierra Leone,2014-11-05,4057.0,2014,11
3770,Cumulative number of probable Ebola cases,Sierra Leone,2014-11-05,79.0,2014,11
3771,Cumulative number of suspected Ebola cases,Sierra Leone,2014-11-05,623.0,2014,11
3772,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2014-11-05,4759.0,2014,11
3773,Cumulative number of confirmed Ebola cases,Mali,2014-11-05,1.0,2014,11
3774,Cumulative number of probable Ebola cases,Mali,2014-11-05,0.0,2014,11
3775,Cumulative number of suspected Ebola cases,Mali,2014-11-05,0.0,2014,11
3776,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-05,1.0,2014,11
3777,Cumulative number of confirmed Ebola cases,Spain,2014-11-05,1.0,2014,11
3778,Cumulative number of probable Ebola cases,Spain,2014-11-05,0.0,2014,11
3779,Cumulative number of suspected Ebola cases,Spain,2014-11-05,0.0,2014,11
3780,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-05,1.0,2014,11
3781,Cumulative number of confirmed Ebola cases,United States of America,2014-11-05,4.0,2014,11
3782,Cumulative number of probable Ebola cases,United States of America,2014-11-05,0.0,2014,11
3783,Cumulative number of suspected Ebola cases,United States of America,2014-11-05,0.0,2014,11
3784,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2014-11-05,4.0,2014,11
3785,Cumulative number of confirmed Ebola cases,Nigeria,2014-11-05,19.0,2014,11
3786,Cumulative number of probable Ebola cases,Nigeria,2014-11-05,1.0,2014,11
3787,Cumulative number of suspected Ebola cases,Nigeria,2014-11-05,0.0,2014,11
3788,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-05,20.0,2014,11
3789,Cumulative number of confirmed Ebola cases,Senegal,2014-11-05,1.0,2014,11
3790,Cumulative number of probable Ebola cases,Senegal,2014-11-05,0.0,2014,11
3791,Cumulative number of suspected Ebola cases,Senegal,2014-11-05,0.0,2014,11
3792,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-05,1.0,2014,11
3793,Number of confirmed Ebola cases in the last 21 days,Guinea,2014-11-05,247.0,2014,11
